32,Bus1 (USB1.1),187.72726ms,0X01,Sof,0X7D2,0X1E,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
33,Bus1 (USB1.1),188.727245ms,0X01,Sof,0X7D3,0X01,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
34,Bus1 (USB1.1),189.72714ms,0X01,Sof,0X7D4,0X1F,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
35,Bus1 (USB1.1),190.727205ms,0X01,Sof,0X7D5,0X00,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
36,Bus1 (USB1.1),191.7271ms,0X01,0XB4,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
37,Bus1 (USB1.1),192.641285ms,0X01,0XC3,0X00,0X0,D->H,0X06,0X0100,0X0000,0X0040,0XBB29,Eop,
No.,Name,Time,Sync,ACK,Eop,
38,Bus1 (USB1.1),192.649885ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
39,Bus1 (USB1.1),192.651805ms,0X01,0X96,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,NAK,Eop,
40,Bus1 (USB1.1),192.655615ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
41,Bus1 (USB1.1),192.657555ms,0X01,Sof,0X7D6,0X02,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
42,Bus1 (USB1.1),192.72708ms,0X01,0X96,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
43,Bus1 (USB1.1),192.73035ms,0X01,0XD2,0X12,0X01,0X10,0X01,0XFF,0X00,0X00,0X08,0X84C6,Eop,
No.,Name,Time,Sync,ACK,Eop,
44,Bus1 (USB1.1),192.739025ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Out,Address,Endpoint,CRC5,Eop,
45,Bus1 (USB1.1),192.740965ms,0X01,0X87,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
46,Bus1 (USB1.1),192.74423ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,NAK,Eop,
47,Bus1 (USB1.1),192.7475ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,Out,Address,Endpoint,CRC5,Eop,
48,Bus1 (USB1.1),192.74942ms,0X01,0X87,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
49,Bus1 (USB1.1),192.772965ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,ACK,Eop,
50,Bus1 (USB1.1),192.77623ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
51,Bus1 (USB1.1),192.77817ms,0X01,Sof,0X00E,0X07,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
52,Bus1 (USB1.1),248.72599ms,0X01,Sof,0X00F,0X18,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
53,Bus1 (USB1.1),249.72597ms,0X01,Sof,0X010,0X0F,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
54,Bus1 (USB1.1),250.72595ms,0X01,Sof,0X011,0X10,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
55,Bus1 (USB1.1),251.72593ms,0X01,Sof,0X012,0X12,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
56,Bus1 (USB1.1),252.725915ms,0X01,Sof,0X013,0X0D,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
57,Bus1 (USB1.1),253.725895ms,0X01,Sof,0X014,0X13,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
58,Bus1 (USB1.1),254.725875ms,0X01,Sof,0X015,0X0C,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
59,Bus1 (USB1.1),255.725855ms,0X01,Sof,0X016,0X0E,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
60,Bus1 (USB1.1),256.725835ms,0X01,Sof,0X017,0X11,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
61,Bus1 (USB1.1),257.725815ms,0X01,Sof,0X018,0X01,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
62,Bus1 (USB1.1),258.725795ms,0X01,Sof,0X019,0X1E,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
63,Bus1 (USB1.1),259.725775ms,0X01,Sof,0X01A,0X1C,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
64,Bus1 (USB1.1),260.725755ms,0X01,Sof,0X01B,0X03,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
65,Bus1 (USB1.1),261.725735ms,0X01,Sof,0X01C,0X1D,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
66,Bus1 (USB1.1),262.725715ms,0X01,Sof,0X01D,0X02,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
67,Bus1 (USB1.1),263.7257ms,0X01,Sof,0X01E,0X00,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
68,Bus1 (USB1.1),264.72568ms,0X01,Sof,0X01F,0X1F,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
69,Bus1 (USB1.1),265.725745ms,0X01,Sof,0X020,0X19,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
70,Bus1 (USB1.1),266.72564ms,0X01,Sof,0X021,0X06,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
71,Bus1 (USB1.1),267.72562ms,0X01,Sof,0X022,0X04,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
72,Bus1 (USB1.1),268.7256ms,0X01,Sof,0X023,0X1B,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
73,Bus1 (USB1.1),269.72558ms,0X01,Sof,0X024,0X05,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
74,Bus1 (USB1.1),270.72556ms,0X01,Sof,0X025,0X1A,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
75,Bus1 (USB1.1),271.72554ms,0X01,Sof,0X026,0X18,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
76,Bus1 (USB1.1),272.725525ms,0X01,Sof,0X027,0X07,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
77,Bus1 (USB1.1),273.725505ms,0X01,Sof,0X028,0X17,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
78,Bus1 (USB1.1),274.725485ms,0X01,Sof,0X029,0X08,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
79,Bus1 (USB1.1),275.725465ms,0X01,Sof,0X02A,0X0A,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
80,Bus1 (USB1.1),276.725445ms,0X01,Sof,0X02B,0X15,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
81,Bus1 (USB1.1),277.725425ms,0X01,Sof,0X02C,0X0B,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
82,Bus1 (USB1.1),278.725405ms,0X01,Sof,0X02D,0X14,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
83,Bus1 (USB1.1),279.725385ms,0X01,Sof,0X02E,0X16,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
84,Bus1 (USB1.1),280.725365ms,0X01,Sof,0X02F,0X09,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
85,Bus1 (USB1.1),281.72535ms,0X01,0XB4,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
86,Bus1 (USB1.1),282.395935ms,0X01,0XC3,0X00,0X0,H->D,0X05,0X000B,0X0000,0X0000,0XD7F1,Eop,
No.,Name,Time,Sync,ACK,Eop,
87,Bus1 (USB1.1),282.40462ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
88,Bus1 (USB1.1),282.40654ms,0X01,0X96,0X00,0X0,0X08,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
89,Bus1 (USB1.1),282.409935ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,ACK,Eop,
90,Bus1 (USB1.1),282.413205ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
91,Bus1 (USB1.1),282.415135ms,0X01,Sof,0X030,0X1E,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
92,Bus1 (USB1.1),282.72533ms,0X01,Sof,0X031,0X01,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
93,Bus1 (USB1.1),283.72531ms,0X01,Sof,0X032,0X03,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
94,Bus1 (USB1.1),284.72529ms,0X01,Sof,0X033,0X1C,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
95,Bus1 (USB1.1),285.72527ms,0X01,Sof,0X034,0X02,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
96,Bus1 (USB1.1),286.72525ms,0X01,Sof,0X035,0X1D,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
97,Bus1 (USB1.1),287.72523ms,0X01,Sof,0X036,0X1F,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
98,Bus1 (USB1.1),288.72521ms,0X01,Sof,0X037,0X00,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
99,Bus1 (USB1.1),289.72519ms,0X01,Sof,0X038,0X10,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
100,Bus1 (USB1.1),290.72517ms,0X01,Sof,0X039,0X0F,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
101,Bus1 (USB1.1),291.72515ms,0X01,Sof,0X03A,0X0D,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
102,Bus1 (USB1.1),292.725135ms,0X01,0XB4,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
103,Bus1 (USB1.1),292.7856ms,0X01,0XC3,0X00,0X0,D->H,0X06,0X0100,0X0000,0X0012,0X072F,Eop,
No.,Name,Time,Sync,ACK,Eop,
104,Bus1 (USB1.1),292.7942ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
105,Bus1 (USB1.1),292.79612ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
106,Bus1 (USB1.1),292.79993ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
107,Bus1 (USB1.1),292.80187ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
108,Bus1 (USB1.1),292.82498ms,0X01,0XD2,0X12,0X01,0X10,0X01,0XFF,0X00,0X00,0X08,0X84C6,Eop,
No.,Name,Time,Sync,ACK,Eop,
109,Bus1 (USB1.1),292.833655ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
110,Bus1 (USB1.1),292.835595ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
111,Bus1 (USB1.1),292.838865ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
112,Bus1 (USB1.1),292.840805ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
113,Bus1 (USB1.1),292.86393ms,0X01,0XC3,0X86,0X1A,0X23,0X75,0X64,0X02,0X00,0X02,0X9C6B,Eop,
No.,Name,Time,Sync,ACK,Eop,
114,Bus1 (USB1.1),292.87253ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
115,Bus1 (USB1.1),292.874465ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
116,Bus1 (USB1.1),292.87773ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
117,Bus1 (USB1.1),292.879655ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,CRC16,Eop,
118,Bus1 (USB1.1),292.902945ms,0X01,0XD2,0X00,0X01,0XFCF1,Eop,
No.,Name,Time,Sync,ACK,Eop,
119,Bus1 (USB1.1),292.90763ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Out,Address,Endpoint,CRC5,Eop,
120,Bus1 (USB1.1),292.90956ms,0X01,0X87,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
121,Bus1 (USB1.1),292.91283ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,ACK,Eop,
122,Bus1 (USB1.1),292.916095ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
123,Bus1 (USB1.1),292.918025ms,0X01,Sof,0X03B,0X12,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
124,Bus1 (USB1.1),293.725115ms,0X01,Sof,0X03C,0X0C,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
125,Bus1 (USB1.1),294.725095ms,0X01,Sof,0X03D,0X13,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
126,Bus1 (USB1.1),295.725075ms,0X01,Sof,0X03E,0X11,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
127,Bus1 (USB1.1),296.725055ms,0X01,Sof,0X03F,0X0E,Eop,
No.,Name,Time,Sync,Sof,Frame,CRC5,Eop,
128,Bus1 (USB1.1),297.72512ms,0X01,Sof,0X040,0X12,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
129,Bus1 (USB1.1),298.725015ms,0X01,0XB4,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
130,Bus1 (USB1.1),298.96648ms,0X01,0XC3,0X00,0X0,D->H,0X06,0X0200,0X0000,0X00FF,0X9725,Eop,
No.,Name,Time,Sync,ACK,Eop,
131,Bus1 (USB1.1),298.97516ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
132,Bus1 (USB1.1),298.97708ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
133,Bus1 (USB1.1),298.980895ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
134,Bus1 (USB1.1),298.98283ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
135,Bus1 (USB1.1),299.005845ms,0X01,0XD2,0X09,0X02,0X27,0X00,0X01,0X01,0X00,0X80,0XD0A8,Eop,
No.,Name,Time,Sync,ACK,Eop,
136,Bus1 (USB1.1),299.014435ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
137,Bus1 (USB1.1),299.01636ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
138,Bus1 (USB1.1),299.019625ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
139,Bus1 (USB1.1),299.02156ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
140,Bus1 (USB1.1),299.04486ms,0X01,0XC3,0X31,0X09,0X04,0X00,0X00,0X03,0XFF,0X01,0XA919,Eop,
No.,Name,Time,Sync,ACK,Eop,
141,Bus1 (USB1.1),299.053535ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
142,Bus1 (USB1.1),299.055475ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
143,Bus1 (USB1.1),299.05874ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
144,Bus1 (USB1.1),299.06068ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
145,Bus1 (USB1.1),299.08381ms,0X01,0XD2,0X02,0X00,0X07,0X05,0X82,0X02,0X20,0X00,0XC647,Eop,
No.,Name,Time,Sync,ACK,Eop,
146,Bus1 (USB1.1),299.092405ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
147,Bus1 (USB1.1),299.09434ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
148,Bus1 (USB1.1),299.09761ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
149,Bus1 (USB1.1),299.09953ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
150,Bus1 (USB1.1),299.122825ms,0X01,0XC3,0X00,0X07,0X05,0X02,0X02,0X20,0X00,0X00,0X0DCB,Eop,
No.,Name,Time,Sync,ACK,Eop,
151,Bus1 (USB1.1),299.131425ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
152,Bus1 (USB1.1),299.13336ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
153,Bus1 (USB1.1),299.136625ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
154,Bus1 (USB1.1),299.13855ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
155,Bus1 (USB1.1),299.161825ms,0X01,0XD2,0X07,0X05,0X81,0X03,0X08,0X00,0X01,0X774C,Eop,
No.,Name,Time,Sync,ACK,Eop,
156,Bus1 (USB1.1),299.169755ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Out,Address,Endpoint,CRC5,Eop,
157,Bus1 (USB1.1),299.17169ms,0X01,0X87,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
158,Bus1 (USB1.1),299.174955ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,ACK,Eop,
159,Bus1 (USB1.1),299.178225ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
160,Bus1 (USB1.1),299.18015ms,0X01,0XB4,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
161,Bus1 (USB1.1),299.328855ms,0X01,0XC3,0X00,0X0,D->H,0X06,0X0300,0X0000,0X00FF,0X2B26,Eop,
No.,Name,Time,Sync,ACK,Eop,
162,Bus1 (USB1.1),299.337535ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
163,Bus1 (USB1.1),299.33947ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
164,Bus1 (USB1.1),299.343285ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
165,Bus1 (USB1.1),299.34522ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,CRC16,Eop,
166,Bus1 (USB1.1),299.368805ms,0X01,0XD2,0X04,0X03,0X09,0X04,0X901E,Eop,
No.,Name,Time,Sync,ACK,Eop,
167,Bus1 (USB1.1),299.37474ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Out,Address,Endpoint,CRC5,Eop,
168,Bus1 (USB1.1),299.37667ms,0X01,0X87,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,CRC16,Eop,
169,Bus1 (USB1.1),299.379935ms,0X01,0XD2,0X0000,Eop,
No.,Name,Time,Sync,ACK,Eop,
170,Bus1 (USB1.1),299.383205ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,Setup,Address,Endpoint,CRC5,Eop,
171,Bus1 (USB1.1),299.385135ms,0X01,0XB4,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Recipient,Type,Dir,bRequest,wValue,wIndex,wLength,CRC16,Eop,
172,Bus1 (USB1.1),299.490035ms,0X01,0XC3,0X00,0X0,D->H,0X06,0X0302,0X0409,0X00FF,0XE9DB,Eop,
No.,Name,Time,Sync,ACK,Eop,
173,Bus1 (USB1.1),299.49872ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
174,Bus1 (USB1.1),299.500645ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
175,Bus1 (USB1.1),299.504465ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
176,Bus1 (USB1.1),299.506395ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data1,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
177,Bus1 (USB1.1),299.52985ms,0X01,0XD2,0X16,0X03,0X55,0X00,0X53,0X00,0X42,0X00,0X04CC,Eop,
No.,Name,Time,Sync,ACK,Eop,
178,Bus1 (USB1.1),299.538455ms,0X01,0X4B,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
179,Bus1 (USB1.1),299.540385ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,NAK,Eop,
180,Bus1 (USB1.1),299.54365ms,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
181,Bus1 (USB1.1),299.54558ms,0X01,0X96,0X0B,0X0,0X04,Eop,
No.,Name,Time,Sync,Data0,Data,Data,Data,Data,Data,Data,Data,Data,CRC16,Eop,
182,Bus1 (USB1.1),299.5688ms,0X01,0XC3,0X20,0X00,0X53,0X00,0X65,0X00,0X72,0X00,0XD1C7,Eop,
